!CSV A.01.01
!Keysight Technologies,N5231B,MY58421610,A.17.35.05
!Date: Tuesday, August 13, 2024 16:42:49
!Source: Standard

BEGIN CH1_DATA
Time(s),Tdd11(REAL),Tdd11(IMAG),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S13(REAL),S13(IMAG),S14(REAL),S14(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG),S23(REAL),S23(IMAG),S24(REAL),S24(IMAG),S31(REAL),S31(IMAG),S32(REAL),S32(IMAG),S33(REAL),S33(IMAG),S34(REAL),S34(IMAG),S41(REAL),S41(IMAG),S42(REAL),S42(IMAG),S43(REAL),S43(IMAG),S44(REAL),S44(IMAG)
4.68e-009,0.082988992,0,0.29642785,0,0.1609505,0,0.053855035,0,0.010591143,0,0.16087177,0,0.19131815,0,0.019971458,0,-0.097891808,0,0.053929605,0,0.020047583,0,0.12285266,0,0.096256495,0,0.010588265,0,-0.097950026,0,0.096258782,0,0.24334677,0
4.69e-009,0.083837867,0,0.29683861,0,0.16035788,0,0.052486297,0,0.011304438,0,0.16027825,0,0.19141732,0,0.021690333,0,-0.10289866,0,0.052553825,0,0.021772806,0,0.1233702,0,0.096854284,0,0.011301853,0,-0.10296737,0,0.096856624,0,0.24365152,0
4.7e-009,0.084396929,0,0.29700822,0,0.15964796,0,0.050894815,0,0.012310236,0,0.15956692,0,0.19094379,0,0.023640554,0,-0.10862588,0,0.050959837,0,0.023719503,0,0.12412892,0,0.097252659,0,0.012308205,0,-0.10870657,0,0.097255573,0,0.24436523,0
4.71e-009,0.084617093,0,0.29703623,0,0.15893957,0,0.048898794,0,0.013750144,0,0.15885699,0,0.18993779,0,0.026071208,0,-0.1153236,0,0.04896709,0,0.02613866,0,0.12534,0,0.097438373,0,0.01374877,0,-0.11541936,0,0.097441755,0,0.24533787,0
4.72e-009,0.084595963,0,0.29704088,0,0.1583253,0,0.046358287,0,0.015585717,0,0.15824129,0,0.18866138,0,0.029315898,0,-0.12320195,0,0.046436947,0,0.029366897,0,0.12690854,0,0.097511075,0,0.015584924,0,-0.12331655,0,0.097514182,0,0.24623632,0
4.73e-009,0.084548436,0,0.2971319,0,0.15784895,0,0.043398581,0,0.017412171,0,0.15776357,0,0.18752202,0,0.033415992,0,-0.13217448,0,0.043495532,0,0.033448316,0,0.1284876,0,0.097621799,0,0.017411886,0,-0.13231213,0,0.097623877,0,0.2467614,0
4.74e-009,0.084716611,0,0.29739255,0,0.15750413,0,0.040655658,0,0.018346982,0,0.15741715,0,0.18690725,0,0.037646174,0,-0.14151274,0,0.040780261,0,0.037659183,0,0.12969534,0,0.097889073,0,0.018347124,0,-0.14167763,0,0.097889878,0,0.24684869,0
4.75e-009,0.085261829,0,0.29787382,0,0.15725337,0,0.03943551,0,0.017073348,0,0.15716402,0,0.1870133,0,0.040211841,0,-0.14954679,0,0.039597899,0,0.040205285,0,0.13035809,0,0.098345891,0,0.01707371,0,-0.14974248,0,0.098346211,0,0.24671549,0
4.76e-009,0.086192362,0,0.29859576,0,0.15705647,0,0.041685369,0,0.012068304,0,0.15696399,0,0.18775657,0,0.038384546,0,-0.15359035,0,0.041894659,0,0.038358208,0,0.13062251,0,0.098942153,0,0.012068464,0,-0.15381944,0,0.09894336,0,0.24671769,0
4.77e-009,0.087362222,0,0.29954645,0,0.15689197,0,0.049731243,0,0.001974704,0,0.1567958,0,0.1888141,0,0.029182317,0,-0.15023008,0,0.049996734,0,0.029136304,0,0.13086268,0,0.099587537,0,0.0019738346,0,-0.15049332,0,0.099591024,0,0.24710707,0
4.78e-009,0.088540085,0,0.30067775,0,0.15675892,0,0.065835245,0,-0.013986482,0,0.15665925,0,0.18977049,0,0.010440267,0,-0.1359919,0,0.066163555,0,0.010375915,0,0.13144059,0,0.10019775,0,-0.013989802,0,-0.13628696,0,0.10020401,0,0.24785003,0
4.79e-009,0.089512862,0,0.30190158,0,0.15666068,0,0.091686457,0,-0.035693109,0,0.15655842,0,0.19029497,0,-0.0181191,0,-0.1082327,0,0.092080683,0,-0.018198647,0,0.13247475,0,0.10071505,0,-0.035700839,0,-0.10855274,0,0.1007233,0,0.24863239,0
4.8e-009,0.090173356,0,0.30309889,0,0.15658304,0,0.12798506,0,-0.061997134,0,0.1564796,0,0.19026417,0,-0.054288764,0,-0.065982036,0,0.12844484,0,-0.054378629,0,0.13376689,0,0.10110262,0,-0.062011734,0,-0.066316731,0,0.10111103,0,0.24905363,0
4.81e-009,0.090552978,0,0.30414626,0,0.15648466,0,0.17424943,0,-0.090848565,0,0.1563815,0,0.18978164,0,-0.093590856,0,-0.010426659,0,0.17477107,0,-0.093685217,0,0.13493522,0,0.10133436,0,-0.090872779,0,-0.010761114,0,0.10134085,0,0.24888827,0
4.82e-009,0.090790965,0,0.3049548,0,0.15630999,0,0.22889933,0,-0.11964261,0,0.15620817,0,0.18910311,0,-0.13032541,0,0.05517225,0,0.22947653,0,-0.13041881,0,0.13566732,0,0.10140276,0,-0.11967909,0,0.054855082,0,0.10140596,0,0.24824432,0
4.83e-009,0.091062643,0,0.30550307,0,0.15601966,0,0.28957868,0,-0.1457006,0,0.15591966,0,0.18852134,0,-0.15912479,0,0.12613933,0,0.29020503,0,-0.15921317,0,0.13592836,0,0.10134529,0,-0.14575139,0,0.12585668,0,0.10134526,0,0.24751273,0
4.84e-009,0.091505855,0,0.30584601,0,0.15562063,0,0.35361281,0,-0.16676176,0,0.15552247,0,0.18827052,0,-0.17645364,0,0.19742931,0,0.3542816,0,-0.17653495,0,0.13598733,0,0.10126476,0,-0.16682798,0,0.19719519,0,0.10126287,0,0.24713561,0
4.85e-009,0.092178449,0,0.30609009,0,0.15517576,0,0.41846213,0,-0.18136643,0,0.15507931,0,0.18848509,0,-0.18149966,0,0.26471764,0,0.41916883,0,-0.18157381,0,0.13624236,0,0.10131375,0,-0.18144795,0,0.26454127,0,0.10131216,0,0.24733867,0
4.86e-009,0.093058936,0,0.30634564,0,0.15478247,0,0.48206395,0,-0.18904823,0,0.15468782,0,0.18920659,0,-0.1761445,0,0.32519722,0,0.48280409,0,-0.17621255,0,0.13695697,0,0.10163403,0,-0.18914351,0,0.32508242,0,0.10163466,0,0.24799603,0
4.87e-009,0.094078116,0,0.30667984,0,0.15453023,0,0.5429967,0,-0.19030443,0,0.15443771,0,0.19040832,0,-0.164076,0,0.37785771,0,0.54376757,0,-0.16413958,0,0.1380761,0,0.10227686,0,-0.19041084,0,0.3778038,0,0.10228065,0,0.24871181,0
4.88e-009,0.095157295,0,0.30709654,0,0.15445898,0,0.60047835,0,-0.18637156,0,0.15436888,0,0.19200899,0,-0.14943618,0,0.42322546,0,0.60127652,0,-0.14949673,0,0.13924171,0,0.10315243,0,-0.18648569,0,0.42322838,0,0.10315908,0,0.2490626,0
4.89e-009,0.096231863,0,0.30755356,0,0.154543,0,0.65423149,0,-0.1788765,0,0.15445547,0,0.19387028,0,-0.13554548,0,0.46272397,0,0.65505362,0,-0.13560399,0,0.13999888,0,0.10404813,0,-0.1789948,0,0.46277907,0,0.10405634,0,0.24884591,0
4.9e-009,0.097253211,0,0.30800629,0,0.15471059,0,0.70429432,0,-0.16945881,0,0.1546254,0,0.19579619,0,-0.12415551,0,0.49792808,0,0.70513618,0,-0.12421235,0,0.14006305,0,0.10471684,0,-0.16957794,0,0.49803147,0,0.10472494,0,0.24817879,0
4.91e-009,0.098177344,0,0.30845121,0,0.15488911,0,0.75082624,0,-0.15946005,0,0.15480563,0,0.19755727,0,-0.11541245,0,0.52997202,0,0.751683,0,-0.11546735,0,0.13948147,0,0.1049923,0,-0.15957709,0,0.53012151,0,0.10499887,0,0.24739292,0
4.92e-009,0.098954968,0,0.30894002,0,0.15504894,0,0.79396313,0,-0.14974944,0,0.15496652,0,0.1989446,0,-0.1084048,0,0.55927354,0,0.79482961,0,-0.10845707,0,0.13859169,0,0.10486701,0,-0.14986219,0,0.55946833,0,0.10487121,0,0.24680364,0
4.93e-009,0.099533789,0,0.30955458,0,0.15522093,0,0.83373803,0,-0.14071244,0,0.15513921,0,0.19983391,0,-0.1019553,0,0.58559448,0,0.83460933,0,-0.10200407,0,0.13780953,0,0.10448763,0,-0.14081913,0,0.58583415,0,0.1044892,0,0.24651027,0
4.94e-009,0.099872522,0,0.31035462,0,0.15547608,0,0.87007695,0,-0.1323764,0,0.15539496,0,0.20022477,0,-0.095283382,0,0.60834116,0,0.87094837,0,-0.095327981,0,0.13738455,0,0.10406985,0,-0.13247573,0,0.60862434,0,0.10406871,0,0.24635649,0
4.95e-009,0.099957727,0,0.31132945,0,0.15587908,0,0.90285623,0,-0.12460767,0,0.15579881,0,0.20023021,0,-0.088295311,0,0.62694955,0,0.90372378,0,-0.088335678,0,0.13727681,0,0.1037835,0,-0.12469865,0,0.62727326,0,0.10377958,0,0.24606946,0
4.96e-009,0.099812128,0,0.31238243,0,0.15644401,0,0.93199313,0,-0.11729756,0,0.15636474,0,0.20001961,0,-0.081471846,0,0.64120394,0,0.93285394,0,-0.0815088,0,0.13722408,0,0.10367575,0,-0.11737939,0,0.64156383,0,0.10366875,0,0.24547607,0
4.97e-009,0.099489041,0,0.3133598,0,0.15711762,0,0.95753759,0,-0.11046939,0,0.15703924,0,0.19974622,0,-0.075504594,0,0.65140194,0,0.95838898,0,-0.07553979,0,0.13694483,0,0.10367449,0,-0.11054148,0,0.65179217,0,0.10366405,0,0.24464524,0
4.98e-009,0.099056259,0,0.31411096,0,0.15780191,0,0.9797281,0,-0.10427991,0,0.1577239,0,0.19949955,0,-0.070909597,0,0.65833396,0,0.98056805,0,-0.070945054,0,0.13633788,0,0.1036633,0,-0.10434189,0,0.65874898,0,0.10364921,0,0.24385841,0
4.99e-009,0.098577842,0,0.31454882,0,0.15840206,0,0.99898887,0,-0.098935977,0,0.15832372,0,0.19930515,0,-0.067803137,0,0.66311771,0,0.99981558,0,-0.067840666,0,0.13554706,0,0.10357387,0,-0.098987684,0,0.6635524,0,0.10355642,0,0.24342784,0
5e-009,0.098102063,0,0.31467968,0,0.15887251,0,1.0158675,0,-0.094581813,0,0.15879329,0,0.19916263,0,-0.065907791,0,0.66694677,0,1.0166796,0,-0.065948263,0,0.13485527,0,0.10343363,0,-0.094623283,0,0.66739768,0,0.10341359,0,0.2434855,0
5.01e-009,0.097658187,0,0.31458971,0,0.1592347,0,1.0309367,0,-0.091219038,0,0.15915447,0,0.19908817,0,-0.064734451,0,0.67083806,0,1.0317328,0,-0.064777568,0,0.13448402,0,0.10333785,0,-0.091250621,0,0.6713025,0,0.10331639,0,0.24388614,0
5.02e-009,0.097259298,0,0.31439778,0,0.15955666,0,1.0446931,0,-0.08869724,0,0.15947588,0,0.19912575,0,-0.063818246,0,0.67544228,0,1.0454721,0,-0.063862726,0,0.13443607,0,0.10336761,0,-0.088719733,0,0.67591935,0,0.10334596,0,0.24428885,0
5.03e-009,0.096906394,0,0.31420228,0,0.15990734,0,1.0574945,0,-0.086773224,0,0.15982702,0,0.19931768,0,-0.06288968,0,0.68096977,0,1.0582553,0,-0.062933855,0,0.13448514,0,0.10351225,0,-0.086788066,0,0.68145913,0,0.10349128,0,0.2443648,0
5.04e-009,0.096591599,0,0.31404826,0,0.16031297,0,1.069548,0,-0.085202165,0,0.16023438,0,0.19965552,0,-0.061919298,0,0.68724239,0,1.0702908,0,-0.061961867,0,0.13431692,0,0.10365205,0,-0.08521162,0,0.68774414,0,0.10363222,0,0.24399273,0
5.05e-009,0.096301347,0,0.31392875,0,0.16074041,0,1.0809498,0,-0.083811447,0,0.16066468,0,0.20005241,0,-0.061044905,0,0.69385147,0,1.0816758,0,-0.061085407,0,0.13372573,0,0.10361816,0,-0.083818682,0,0.69436544,0,0.10359942,0,0.2433158,0
5.06e-009,0.096022524,0,0.31381229,0,0.16111606,0,1.0917459,0,-0.082523055,0,0.16104412,0,0.2003659,0,-0.060439151,0,0.70035774,0,1.0924582,0,-0.060477998,0,0.13273634,0,0.10329331,0,-0.082532026,0,0.70088404,0,0.10327559,0,0.24262498,0
5.07e-009,0.095751174,0,0.31367624,0,0.16136906,0,1.1019846,0,-0.081322268,0,0.16130142,0,0.20046847,0,-0.060187701,0,0.70646894,0,1.1026881,0,-0.060225807,0,0.13157548,0,0.10269015,0,-0.081337519,0,0.70700729,0,0.10267365,0,0.2421522,0
5.08e-009,0.095499709,0,0.31352571,0,0.16147292,0,1.1117389,0,-0.080200873,0,0.1614099,0,0.20032671,0,-0.060228027,0,0.71212471,0,1.1124398,0,-0.060266178,0,0.13051787,0,0.10195469,0,-0.080227003,0,0.71267408,0,0.10194021,0,0.24191411,0
5.09e-009,0.095296018,0,0.31338984,0,0.16146392,0,1.1210963,0,-0.079114273,0,0.1614055,0,0.20003976,0,-0.060364671,0,0.717471,0,1.1218028,0,-0.060403097,0,0.12971514,0,0.10129146,0,-0.079155318,0,0.71803051,0,0.10128028,0,0.24171188,0
5.1e-009,0.095171206,0,0.313301,0,0.16142647,0,1.1301318,0,-0.077979431,0,0.16137236,0,0.1998063,0,-0.060344379,0,0.72274834,0,1.1308507,0,-0.060382601,0,0.12912218,0,0.10085537,0,-0.078038186,0,0.72331691,0,0.10084861,0,0.24128525,0
5.11e-009,0.095139802,0,0.3132728,0,0.16145584,0,1.1388818,0,-0.076713271,0,0.16140531,0,0.19983228,0,-0.05995515,0,0.72815078,0,1.1396197,0,-0.059992209,0,0.12856615,0,0.10067716,0,-0.076790571,0,0.72872794,0,0.10067507,0,0.24051331,0
5.12e-009,0.095183544,0,0.31329054,0,0.16161807,0,1.1473379,0,-0.07528507,0,0.16157,0,0.20022807,0,-0.059108436,0,0.73372698,0,1.1480989,0,-0.059143353,0,0.12790462,0,0.10066716,0,-0.075379342,0,0.73431188,0,0.10066831,0,0.23952389,0
5.13e-009,0.095250376,0,0.31331775,0,0.16192669,0,1.1554577,0,-0.073748067,0,0.16187972,0,0.20095308,0,-0.057872761,0,0.73935837,0,1.1562436,0,-0.057904925,0,0.12715839,0,0.10069082,0,-0.073855087,0,0.73995066,0,0.10069191,0,0.23863314,0
5.14e-009,0.095273398,0,0.31331322,0,0.16234411,0,1.1631879,0,-0.072228126,0,0.16229691,0,0.20183961,0,-0.056445684,0,0.74481839,0,1.1639971,0,-0.056475051,0,0.12652439,0,0.10066416,0,-0.07234136,0,0.74541718,0,0.10066073,0,0.23815317,0
5.15e-009,0.095202036,0,0.31324655,0,0.16280228,0,1.1704792,0,-0.070873201,0,0.16275404,0,0.20268114,0,-0.055074509,0,0.74986577,0,1.1713079,0,-0.055101663,0,0.12625676,0,0.10060514,0,-0.07098449,0,0.7504701,0,0.10059288,0,0.23819473,0
5.16e-009,0.095028989,0,0.31310481,0,0.16322963,0,1.1772982,0,-0.069790058,0,0.16318032,0,0.20333318,0,-0.053957563,0,0.75432318,0,1.17814,0,-0.053983465,0,0.12649675,0,0.10060751,0,-0.069890849,0,0.75493133,0,0.10058397,0,0.23859698,0
5.17e-009,0.094795533,0,0.31288928,0,0.16357219,0,1.1836268,0,-0.06900233,0,0.16352251,0,0.20376937,0,-0.053167358,0,0.75810283,0,1.1844747,0,-0.053193212,0,0.12716798,0,0.1007573,0,-0.069084965,0,0.75871336,0,0.1007231,0,0.23903279,0
5.18e-009,0.09456934,0,0.31260714,0,0.16380335,0,1.1894629,0,-0.068450309,0,0.16375452,0,0.20406459,0,-0.052629612,0,0.76118058,0,1.1903088,0,-0.052656602,0,0.12801136,0,0.10105031,0,-0.068509281,0,0.76179165,0,0.10100934,0,0.23922139,0
5.19e-009,0.094405122,0,0.31226516,0,0.16392414,0,1.1948267,0,-0.068030179,0,0.16387738,0,0.20432323,0,-0.05216777,0,0.76354712,0,1.195663,0,-0.052196831,0,0.12874039,0,0.10137133,0,-0.068062872,0,0.7641573,0,0.10132967,0,0.23910995,0
5.2e-009,0.094309881,0,0.31186831,0,0.16395952,0,1.1997722,0,-0.06764815,0,0.16391566,0,0.20460382,0,-0.051591899,0,0.76517814,0,1.200592,0,-0.051623531,0,0.12921625,0,0.10155433,0,-0.067654945,0,0.76578671,0,0.10151831,0,0.23890622,0
5.21e-009,0.094233617,0,0.31142059,0,0.16395371,0,1.2043914,0,-0.06725964,0,0.16391298,0,0.20489028,0,-0.050789267,0,0.76604623,0,1.2051898,0,-0.050823264,0,0.12952861,0,0.1014885,0,-0.067243531,0,0.76665264,0,0.10146265,0,0.23894499,0
5.22e-009,0.094091974,0,0.31092444,0,0.16396426,0,1.208806,0,-0.066874437,0,0.16392638,0,0.20512629,0,-0.049772277,0,0.76616496,0,1.2095802,0,-0.049807671,0,0.12992987,0,0.10120152,0,-0.06684006,0,0.76676869,0,0.10118713,0,0.23947951,0
5.23e-009,0.093806751,0,0.31037566,0,0.16405323,0,1.2131441,0,-0.066529736,0,0.16401768,0,0.20528375,0,-0.048662331,0,0.76563656,0,1.213892,0,-0.048697546,0,0.13066812,0,0.10086255,0,-0.066482387,0,0.76623672,0,0.10085771,0,0.24053705,0
5.24e-009,0.093337223,0,0.30975679,0,0.16427602,0,1.2175034,0,-0.066250503,0,0.16424222,0,0.20540957,0,-0.047620919,0,0.76466441,0,1.2182245,0,-0.047654182,0,0.13182993,0,0.10069808,0,-0.066195279,0,0.76525998,0,0.10069872,0,0.24192905,0
5.25e-009,0.092678167,0,0.30903232,0,0.16467075,0,1.2219257,0,-0.066022001,0,0.16463836,0,0.20560525,0,-0.046766873,0,0.7635197,0,1.2226202,0,-0.046796899,0,0.13329373,0,0.10087167,0,-0.065963224,0,0.76410902,0,0.10087321,0,0.24339698,0
5.26e-009,0.091820478,0,0.30815038,0,0.16525324,0,1.2263887,0,-0.065789193,0,0.16522205,0,0.20593622,0,-0.046123687,0,0.76247156,0,1.2270563,0,-0.046150222,0,0.1348177,0,0.10140657,0,-0.06573008,0,0.76305312,0,0.10140531,0,0.24478023,0
5.27e-009,0.090695426,0,0.30704996,0,0.16601887,0,1.2308229,0,-0.065481111,0,0.1659887,0,0.20631674,0,-0.045621812,0,0.7617175,0,1.2314637,0,-0.045645848,0,0.13619184,0,0.10220631,0,-0.065423705,0,0.7622906,0,0.10220005,0,0.24607857,0
5.28e-009,0.089140065,0,0.30566981,0,0.16694729,0,1.2351489,0,-0.065044403,0,0.16691771,0,0.20644125,0,-0.045149352,0,0.76134759,0,1.2357622,0,-0.045172796,0,0.13734044,0,0.10316528,0,-0.064989649,0,0.76191241,0,0.10315297,0,0.24735749,0
5.29e-009,0.08691559,0,0.30395389,0,0.16800253,0,1.2393111,0,-0.064466938,0,0.16797288,0,0.20581612,0,-0.04461861,0,0.76135302,0,1.2398964,0,-0.044643626,0,0.13829699,0,0.10429653,0,-0.064414844,0,0.76191044,0,0.10427774,0,0.24856512,0
5.3e-009,0.083784603,0,0.30185184,0,0.16912353,0,1.2432996,0,-0.063780777,0,0.16909295,0,0.20389463,0,-0.044011034,0,0.76166767,0,1.2438561,0,-0.044039108,0,0.13906719,0,0.10578085,0,-0.063730717,0,0.76221943,0,0.10575548,0,0.24940152,0
5.31e-009,0.079619028,0,0.2993176,0,0.17020774,0,1.2471431,0,-0.063046597,0,0.17017534,0,0.20026198,0,-0.043379638,0,0.76221317,0,1.2476703,0,-0.043410983,0,0.13948293,0,0.10787757,0,-0.062997729,0,0.762761,0,0.10784629,0,0.24936016,0
5.32e-009,0.074487999,0,0.29631066,0,0.1710995,0,1.250886,0,-0.062331188,0,0.17106469,0,0.19478604,0,-0.042815015,0,0.76291955,0,1.2513847,0,-0.042848524,0,0.13916795,0,0.11072019,0,-0.062282946,0,0.76346493,0,0.11068524,0,0.24794792,0
5.33e-009,0.068677396,0,0.29280409,0,0.17159793,0,1.2545573,0,-0.06169052,0,0.17156036,0,0.18766426,0,-0.04240087,0,0.76372004,0,1.2550287,0,-0.042434644,0,0.13767111,0,0.11409951,0,-0.06164303,0,0.76426393,0,0.11406557,0,0.24496284,0
5.34e-009,0.062622584,0,0.28879607,0,0.17149208,0,1.2581506,0,-0.061163843,0,0.1714517,0,0.17934759,0,-0.042185917,0,0.76453,0,1.2585965,0,-0.042218123,0,0.13471064,0,0.11736721,0,-0.061118137,0,0.765073,0,0.11734094,0,0.24065121,0
5.35e-009,0.056778319,0,0.28431985,0,0.17061751,0,1.2616214,0,-0.060775813,0,0.17057461,0,0.17038366,0,-0.042182978,0,0.76524097,0,1.2620438,0,-0.042212635,0,0.13038976,0,0.11954644,0,-0.06073356,0,0.76578325,0,0.11953496,0,0.23562817,0
5.36e-009,0.051480833,0,0.27944463,0,0.16891482,0,1.2649015,0,-0.06053878,0,0.16886978,0,0.16125704,0,-0.042385232,0,0.76574063,0,1.2653036,0,-0.042412478,0,0.1252467,0,0.11963458,0,-0.060501821,0,0.76628238,0,0.1196428,0,0.23059146,0
5.37e-009,0.046863258,0,0.27426627,0,0.16646498,0,1.2679268,0,-0.060450103,0,0.16641827,0,0.15229975,0,-0.042778999,0,0.76595795,0,1.2683108,0,-0.042804807,0,0.12009453,0,0.11697606,0,-0.060419779,0,0.76649946,0,0.11700446,0,0.22599772,0
5.38e-009,0.042858023,0,0.26889396,0,0.1634853,0,1.2706565,0,-0.060485795,0,0.16343738,0,0.14370205,0,-0.043339264,0,0.76590627,0,1.2710247,0,-0.043364774,0,0.11573376,0,0.1115344,0,-0.060462445,0,0.7664479,0,0.11157774,0,0.22190994,0
5.39e-009,0.039277501,0,0.2634401,0,0.16028659,0,1.2730895,0,-0.06059745,0,0.16023776,0,0.1355975,0,-0.044011679,0,0.76569825,0,1.2734441,0,-0.044037458,0,0.1127006,0,0.10392976,0,-0.060580257,0,0.76623976,0,0.10397798,0,0.21812443,0
5.4e-009,0.035926018,0,0.2580213,0,0.15720953,0,1.275264,0,-0.060719129,0,0.15715988,0,0.12815927,0,-0.044700518,0,0.76551718,0,1.2756069,0,-0.044726219,0,0.11119266,0,0.095223583,0,-0.060706433,0,0.76605809,0,0.09526439,0,0.21450554,0
5.41e-009,0.032685529,0,0.25276756,0,0.15456523,0,1.2772517,0,-0.060785249,0,0.1545146,0,0.12164321,0,-0.045281999,0,0.76555592,0,1.2775843,0,-0.045306522,0,0.11119954,0,0.086562566,0,-0.060775101,0,0.76609516,0,0.086584702,0,0.21130167,0
5.42e-009,0.029536791,0,0.24783008,0,0.15259828,0,1.2791436,0,-0.060752083,0,0.15254612,0,0.11634877,0,-0.045645952,0,0.76594949,0,1.279467,0,-0.045668073,0,0.11272663,0,0.07886973,0,-0.060742911,0,0.76648611,0,0.078865752,0,0.20919807,0
5.43e-009,0.026518023,0,0.24337575,0,0.15147394,0,1.2810357,0,-0.060612079,0,0.15141959,0,0.11251587,0,-0.045746729,0,0.76673532,0,1.281351,0,-0.045765866,0,0.1159284,0,0.072745912,0,-0.060603116,0,0.76726854,0,0.07271333,0,0.20900014,0
5.44e-009,0.023658942,0,0.23956327,0,0.15127686,0,1.283012,0,-0.060392499,0,0.15121965,0,0.1102144,0,-0.045632131,0,0.76785445,0,1.2833203,0,-0.045648783,0,0.12101269,0,0.068623528,0,-0.06038389,0,0.76838422,0,0.068564266,0,0.21107073,0
5.45e-009,0.020940408,0,0.23650676,0,0.15200405,0,1.2851319,0,-0.060138363,0,0.15194348,0,0.109286,0,-0.045427252,0,0.76918858,0,1.2854347,0,-0.045443002,0,0.12792318,0,0.067058846,0,-0.060130883,0,0.76971585,0,0.066977583,0,0.2148281,0
5.46e-009,0.018311793,0,0.23424262,0,0.15354542,0,1.28742,0,-0.059888504,0,0.1534813,0,0.1093726,0,-0.045275848,0,0.77060992,0,1.2877189,0,-0.045292854,0,0.13596912,0,0.068943791,0,-0.059883192,0,0.77113622,0,0.068846337,0,0.21863052,0
5.47e-009,0.015760083,0,0.23271711,0,0.15566097,0,1.2898651,0,-0.059657313,0,0.15559329,0,0.11002173,0,-0.045268897,0,0.77201611,0,1.2901621,0,-0.045289189,0,0.14365043,0,0.075430296,0,-0.059655074,0,0.77254331,0,0.075322762,0,0.22020422,0
5.48e-009,0.013390061,0,0.2318031,0,0.15797693,0,1.2924297,0,-0.059431013,0,0.15790585,0,0.11082278,0,-0.045400672,0,0.77334064,0,1.2927268,0,-0.045425437,0,0.14886282,0,0.087497681,0,-0.059432331,0,0.77387029,0,0.087386593,0,0.21748741,0
5.49e-009,0.011462915,0,0.23133954,0,0.16002139,0,1.2950662,0,-0.059178758,0,0.15994686,0,0.11151527,0,-0.045578714,0,0.7745437,0,1.2953649,0,-0.04560807,0,0.14948782,0,0.10529655,0,-0.05918365,0,0.77507657,0,0.10518944,0,0.20952627,0
5.5e-009,0.010359656,0,0.23117654,0,0.16130228,0,1.297734,0,-0.058870491,0,0.16122396,0,0.1120273,0,-0.045682326,0,0.77560091,0,1.298036,0,-0.045715403,0,0.14416154,0,0.12756816,0,-0.058878563,0,0.77613699,0,0.12747385,0,0.19699284,0
5.51e-009,0.010475224,0,0.23120564,0,0.16140865,0,1.3004112,0,-0.058490586,0,0.1613261,0,0.11243598,0,-0.04563437,0,0.77650511,0,1.3007174,0,-0.045669787,0,0.13289484,0,0.151472,0,-0.058501113,0,0.77704394,0,0.15139988,0,0.18205468,0
5.52e-009,0.012086666,0,0.23136511,0,0.16010083,0,1.3030945,0,-0.058040064,0,0.1600135,0,0.11287822,0,-0.045441844,0,0.77728301,0,1.3034049,0,-0.045478232,0,0.11724976,0,0.17301914,0,-0.058052063,0,0.7778241,0,0.17297746,0,0.16762614,0
5.53e-009,0.015254301,0,0.23162319,0,0.15735422,0,1.3057914,0,-0.05752822,0,0.15726195,0,0.11345781,0,-0.045179419,0,0.77801174,0,1.3061055,0,-0.045215849,0,0.09995769,0,0.18805385,0,-0.05754064,0,0.77855504,0,0.18804766,0,0.15632525,0
5.54e-009,0.019799331,0,0.23195462,0,0.15334338,0,1.3085067,0,-0.056961391,0,0.15324639,0,0.11419156,0,-0.044925563,0,0.77881575,0,1.3088245,0,-0.044961717,0,0.084106877,0,0.19346429,0,-0.056973234,0,0.77936178,0,0.1934938,0,0.14959186,0
5.55e-009,0.025364365,0,0.2323264,0,0.14837569,0,1.3112415,0,-0.056337543,0,0.14827472,0,0.11501248,0,-0.044691853,0,0.7798354,0,1.3115634,0,-0.044727951,0,0.072211973,0,0.18816268,0,-0.056348126,0,0.78038484,0,0.18822303,0,0.14733468,0
5.56e-009,0.031524077,0,0.23269992,0,0.14280656,0,1.3139931,0,-0.055650923,0,0.14270264,0,0.11581904,0,-0.044392455,0,0.78117007,0,1.3143191,0,-0.044429049,0,0.065522283,0,0.17343315,0,-0.055660047,0,0.78172415,0,0.1735156,0,0.14821337,0
5.57e-009,0.037894197,0,0.23304619,0,0.13696927,0,1.316766,0,-0.054903641,0,0.13686346,0,0.11653784,0,-0.043878023,0,0.78282595,0,1.3170972,0,-0.043915726,0,0.063811921,0,0.15248941,0,-0.054911662,0,0.78338552,0,0.15258346,0,0.15036833,0
5.58e-009,0.044194553,0,0.23336047,0,0.13113922,0,1.3195776,0,-0.05411556,0,0.13103241,0,0.11716397,0,-0.043018967,0,0.78468937,0,1.3199149,0,-0.043058265,0,0.065684102,0,0.12940529,0,-0.054123323,0,0.78525513,0,0.12950127,0,0.15222929,0
5.59e-009,0.05025164,0,0.23366472,0,0.12553099,0,1.3224549,0,-0.053324856,0,0.12542401,0,0.11775789,0,-0.04179164,0,0.78654778,0,1.3227998,0,-0.041832704,0,0.069216706,0,0.10783879,0,-0.053333476,0,0.78712046,0,0.10792932,0,0.15304388,0
5.6e-009,0.055959303,0,0.23399584,0,0.12031032,0,1.3254187,0,-0.052576702,0,0.12020396,0,0.11840221,0,-0.040316083,0,0.78815079,0,1.3257719,0,-0.040358678,0,0.072664328,0,0.090040974,0,-0.052587245,0,0.78873086,0,0.090122022,0,0.15294547,0
