!CSV A.01.01
!Keysight Technologies,N5231B,MY58421610,A.17.35.05
!Date: Tuesday, August 13, 2024 16:27:41
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Sdd22(DB),Sdd22(DEG),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
7485014715,-6.035285,60.900604,-10.400986,4.5016069,-21.039455,-37.219025,-19.233244,-41.817448,-17.03689,170.87386,-21.007051,-37.321293,-3.2449811,61.304466,-11.803255,-174.69368,-13.336593,-27.141943,-19.257488,-41.807285,-11.839477,-174.56487,-6.2660999,42.824417,-16.596045,-51.584148,-17.001984,170.68413,-13.327052,-27.083849,-16.569132,-51.898975,-7.1532502,44.632065
7498501228,-4.1090283,65.764511,-10.79296,2.7874343,-21.312916,-53.627041,-19.290247,-64.583855,-17.134333,147.38863,-21.301023,-53.679989,-3.5073936,72.029991,-11.913502,162.95433,-13.447704,-49.090141,-19.29076,-64.407211,-11.942899,163.25453,-6.6380692,53.161079,-16.851448,-78.964096,-17.088943,147.07942,-13.425287,-49.038815,-16.795099,-79.329491,-5.0448985,59.131809
7511987741,-5.0718212,72.159904,-13.411145,-4.8317809,-21.34272,-70.622314,-19.27924,-87.094269,-17.153149,123.8544,-21.333353,-70.924973,-6.9097233,80.425705,-11.822939,140.18777,-13.322347,-71.427727,-19.276911,-86.874901,-11.840486,140.62822,-10.587981,66.569016,-16.804634,-108.65377,-17.116747,123.37811,-13.342851,-71.405243,-16.768723,-108.99831,-5.4546399,75.830238
7525474254,-9.6318808,80.633453,-17.774538,-39.139034,-21.302242,-89.871864,-19.224417,-109.98278,-17.183254,99.645081,-21.339373,-90.012611,-19.660278,76.792221,-11.71748,116.07832,-13.18548,-94.869804,-19.218149,-109.77882,-11.678843,116.37838,-22.150278,125.33262,-16.613832,-140.47566,-17.173061,99.429863,-13.147943,-95.025879,-16.60033,-140.76791,-7.8067665,100.68552
7538960767,-32.761177,149.52922,-15.784254,-94.540413,-21.46166,-110.75963,-19.216003,-132.77066,-17.262125,75.439903,-21.494183,-110.99326,-11.385926,-71.929443,-11.765765,91.11396,-13.083965,-119.21609,-19.189459,-133.01251,-11.720023,91.24707,-13.403233,-125.43379,-16.33746,-174.00958,-17.266691,75.018547,-13.086765,-119.25491,-16.362024,-174.12512,-11.234972,142.92245
7552447280,-10.304012,-93.830788,-12.093804,-112.03714,-22.09852,-132.1492,-19.193338,-155.62306,-17.439104,51.302055,-22.119003,-132.24352,-5.335207,-65.447716,-12.021707,66.625565,-13.162605,-143.78026,-19.178436,-155.99161,-11.985566,66.565292,-8.5390358,-104.84602,-16.054251,153.03539,-17.474808,50.967606,-13.151688,-143.95297,-16.110798,152.7735,-12.108829,-154.88826
7565933793,-5.7510734,-86.791382,-10.638988,-116.82667,-22.860395,-150.08142,-19.158108,-178.53979,-17.641697,27.908291,-22.878477,-149.93044,-3.5252492,-56.816952,-12.284495,43.844025,-13.393897,-167.44148,-19.179348,-179.02164,-12.249438,43.624748,-7.4583058,-90.716202,-15.363992,119.84381,-17.680349,27.756891,-13.374118,-167.60913,-15.397821,120.16769,-9.6558771,-108.96265
7579420306,-5.2014618,-81.733833,-11.07772,-121.86285,-23.312735,-167.86073,-19.109312,158.78702,-17.760782,4.5907741,-23.330296,-167.80322,-4.0017128,-51.097733,-12.308236,21.405617,-13.601832,170.14349,-19.1432,158.09946,-12.322119,20.821293,-8.7063322,-76.521812,-15.265649,85.741035,-17.792019,4.4614573,-13.607368,170.01755,-15.238737,85.91851,-7.9982958,-75.876038
7592906819,-7.6403217,-78.821373,-13.112479,-134.18011,-23.45841,174.04897,-19.037958,135.29208,-17.871807,-18.445066,-23.497332,174.08517,-6.89996,-54.316296,-12.246202,-2.1097326,-13.550389,148.52707,-19.07901,135.01575,-12.309639,-2.4527185,-13.138388,-60.550583,-15.116886,56.370865,-17.883163,-18.633875,-13.542661,148.57001,-15.034968,56.58469,-7.7283149,-53.056511
7606393332,-15.000871,-86.035828,-15.423768,-162.71542,-23.534002,152.56113,-19.015574,111.69446,-17.912352,-41.860577,-23.550035,152.66902,-12.078182,-87.28788,-12.300856,-26.396099,-13.348935,125.55345,-19.106615,111.55569,-12.376656,-26.495821,-24.704996,-13.823229,-14.713542,28.824724,-17.936775,-42.116615,-13.371257,125.48992,-14.653959,28.783333,-9.5296688,-29.289722
7619879845,-18.723568,152.68195,-15.00206,163.12735,-23.914543,128.79572,-19.04347,88.71357,-18.034899,-65.608978,-23.936089,128.56638,-10.500128,-143.57272,-12.488826,-50.653164,-13.25044,101.82905,-19.154402,88.896263,-12.571132,-50.582531,-18.727123,112.09877,-14.257397,2.333838,-18.054359,-65.666115,-13.238753,101.61222,-14.195897,2.2964005,-12.89127,3.4213696
7633366358,-10.518881,134.00513,-13.572718,142.52316,-24.652018,104.39362,-18.997274,66.295189,-18.20595,-89.117577,-24.678249,104.09653,-7.503799,-159.5334,-12.769533,-74.385742,-13.207728,77.542534,-19.049175,66.752968,-12.828463,-73.956635,-14.205054,131.2037,-13.741706,-22.944284,-18.233742,-89.125237,-13.204399,77.83902,-13.677451,-23.339361,-16.329229,52.047089
7646852871,-8.5376606,129.6698,-13.244755,127.95122,-25.719677,79.150101,-18.785261,43.469398,-18.368837,-111.85406,-25.690317,79.332497,-7.3197989,-165.29147,-13.079125,-96.937759,-13.226204,53.552845,-18.819189,44.030228,-13.081735,-96.284523,-14.468002,140.42903,-13.069712,-47.693504,-18.376785,-111.83173,-13.219129,53.656551,-13.039782,-48.19928,-17.769981,105.0816
7660339384,-9.3917704,119.37708,-13.790391,109.38765,-27.327866,55.884323,-18.625084,19.119356,-18.410622,-134.81203,-27.322462,56.040665,-9.0467777,-176.86823,-13.190083,-118.28181,-13.363317,29.658209,-18.606678,19.67787,-13.16324,-117.86832,-18.242771,137.37782,-12.458562,-72.850861,-18.381308,-134.60104,-13.367903,29.742086,-12.484731,-73.230713,-18.631962,153.13408
7673825897,-11.185925,91.487289,-13.772254,84.115982,-28.13092,38.848648,-18.66935,-5.2379661,-18.403944,-158.18559,-28.114563,38.662014,-9.9975052,151.23648,-13.051834,-141.00003,-13.517492,6.9218411,-18.625326,-4.9518576,-13.010577,-140.68341,-23.22172,85.444649,-11.659775,-97.562347,-18.40321,-158.2254,-13.50922,6.9511747,-11.696741,-97.788147,-20.396143,-159.42102
7687312410,-10.973018,54.736542,-12.785032,61.95565,-28.304012,14.035321,-18.762465,-28.121016,-18.638943,177.71211,-28.241028,13.827912,-7.6610937,123.91068,-13.113374,-165.23317,-13.56435,-15.161115,-18.649424,-28.303469,-13.025388,-165.26749,-18.220343,52.43108,-11.206417,-124.39178,-18.609459,177.56996,-13.533255,-15.186451,-11.256487,-124.38756,-19.564432,-123.46399
7700798923,-10.04049,33.832352,-12.253271,48.391727,-28.482094,-13.723445,-18.689999,-51.044483,-18.88389,155.31638,-28.413054,-13.57348,-5.8106394,115.54,-13.379932,171.00742,-13.399643,-37.600948,-18.591591,-51.420765,-13.297375,170.83853,-16.793257,61.769608,-10.886917,-149.93163,-18.875368,155.37828,-13.368237,-37.674133,-10.919995,-149.72243,-22.659691,-120.71989
7714285436,-11.420577,18.025023,-13.237089,38.179157,-28.735891,-45.552475,-18.549351,-74.214111,-18.924767,133.83344,-28.690699,-45.563324,-6.3544049,115.40108,-13.686689,148.57928,-13.164122,-61.219074,-18.504614,-74.748062,-13.650199,148.15079,-18.123238,93.837425,-10.714081,-175.75124,-18.910557,133.44974,-13.150592,-61.426781,-10.741245,-175.49643,-24.339407,-177.66594
7727771949,-15.083074,-22.763472,-15.864466,18.935329,-29.203608,-76.211136,-18.344254,-97.881828,-18.866009,111.17739,-29.165751,-76.318718,-10.333751,115.75655,-13.957592,127.07656,-13.032365,-85.947227,-18.322268,-98.413078,-13.945175,126.57438,-19.826811,161.16185,-10.837314,159.63799,-18.818443,110.96979,-13.046999,-86.164917,-10.848506,159.94373,-18.282516,166.33232
7741258462,-11.244164,-80.729439,-16.96892,-25.402288,-29.213943,-105.4945,-18.165041,-122.74602,-18.861126,87.862991,-29.211754,-105.81693,-23.611654,53.43066,-14.078457,106.51972,-13.093837,-110.77861,-18.186708,-123.34368,-14.107921,106.02395,-13.703185,-136.96474,-11.006704,137.24538,-18.857643,87.482277,-13.098393,-111.04673,-10.988805,137.51749,-15.069798,-174.20915
7754744975,-6.4648857,-94.796066,-13.359234,-57.051907,-28.803057,-135.64096,-18.159788,-148.21909,-18.914444,64.579285,-28.806208,-136.06314,-10.655152,-22.96456,-13.927052,85.767334,-13.316388,-135.12956,-18.211937,-148.5927,-13.988704,85.566696,-9.5461931,-113.56009,-10.929975,115.38722,-18.947815,64.323044,-13.3253,-135.40425,-10.90274,115.58531,-12.771366,-146.30054
7768231488,-4.6466632,-95.674019,-10.687352,-65.526016,-28.64793,-166.72279,-18.375359,-172.91885,-19.039463,41.672363,-28.669933,-166.64809,-5.841351,-15.613264,-13.686489,63.696602,-13.571889,-157.80428,-18.428566,-173.18967,-13.765966,63.484692,-8.5125961,-92.437668,-10.998582,92.194679,-19.05003,41.452103,-13.573426,-157.96271,-10.937053,92.342758,-11.817331,-118.33546
7781718001,-5.4890852,-91.656891,-9.9908686,-66.305862,-28.770355,169.69652,-18.539818,164.47488,-19.127459,19.019751,-28.711895,169.2549,-4.2686133,-4.2149787,-13.549301,40.764221,-13.582066,179.92906,-18.630133,164.33615,-13.611822,40.750511,-9.5575247,-66.705826,-11.09166,71.842972,-19.173937,18.876282,-13.62579,179.92258,-11.036738,71.778564,-12.935963,-87.146255
7795204514,-10.397326,-82.82254,-11.556583,-66.846703,-28.140579,148.57611,-18.384369,141.73706,-19.213139,-2.5002759,-28.263855,148.16063,-5.2336607,8.3117943,-13.477427,17.384462,-13.54223,157.29649,-18.470325,141.91071,-13.548171,17.824995,-12.559081,-19.999668,-10.813199,51.088783,-19.282879,-2.522871,-13.548611,157.20251,-10.769271,50.789204,-12.790596,-18.078621
7808691027,-25.260193,49.649559,-16.684465,-77.127274,-27.221598,128.69299,-18.202267,116.91861,-18.983196,-24.550978,-27.303583,128.66519,-9.9852123,24.769522,-13.512151,-5.9464812,-13.465388,133.99933,-18.261631,117.28864,-13.535449,-5.4386187,-9.9712343,43.732693,-10.438061,27.07234,-19.051609,-24.416897,-13.473881,134.18852,-10.417747,26.858032,-7.9115796,19.830696
7822177540,-8.1744976,97.792641,-21.452272,-160.84259,-25.928331,106.5873,-18.206966,91.647346,-18.832727,-47.992237,-25.991261,106.32845,-21.401386,134.22064,-13.716397,-28.281357,-13.416195,110.67498,-18.233313,92.060966,-13.713139,-27.833206,-6.8424201,74.369553,-10.5213,1.2825075,-18.892693,-47.947121,-13.403185,110.84119,-10.527021,0.97155696,-5.9413891,43.507004
7835664053,-3.7530015,107.96725,-13.524562,164.62633,-25.031691,82.468445,-18.361038,66.611351,-18.841158,-71.851738,-25.052355,82.705246,-8.7546625,-162.089,-13.780995,-48.238304,-13.385603,86.957352,-18.33182,67.051956,-13.749662,-47.916142,-5.8823066,98.01368,-11.022576,-23.424774,-18.854494,-71.59639,-13.364241,87.040451,-11.05355,-23.442299,-5.336277,69.954185
7849150566,-2.6718376,116.09807,-10.115322,164.68732,-24.446047,59.654449,-18.552103,42.093418,-18.939907,-94.804184,-24.528526,59.857552,-5.2353401,-144.88962,-13.392242,-68.202736,-13.418678,63.214733,-18.51359,42.256142,-13.326632,-68.279419,-6.7999272,120.33614,-11.627307,-46.463242,-18.940767,-94.553078,-13.375637,63.32946,-11.658949,-46.397369,-5.1955438,95.686546
7862637079,-4.3879738,122.99976,-9.249754,169.09462,-23.9265,38.672871,-18.794491,18.311132,-18.890347,-117.00343,-23.938248,39.079487,-4.7754693,-126.95853,-12.793468,-90.934357,-13.497767,40.382629,-18.756609,18.40218,-12.734952,-91.284401,-10.251766,152.37204,-12.308037,-68.851273,-18.85738,-116.884,-13.441537,40.128517,-12.325161,-68.734192,-6.5999217,116.71572
7876123592,-10.781363,131.67773,-10.488342,172.91493,-23.474552,16.358557,-18.9842,-4.6619382,-18.757414,-139.98695,-23.403337,16.506985,-6.2715702,-107.371,-12.393465,-115.65974,-13.400746,17.504131,-18.964628,-4.8958755,-12.363872,-116.00959,-13.397282,-143.73181,-13.408063,-90.377983,-18.724691,-139.87787,-13.401138,17.333321,-13.397202,-90.030258,-11.991186,148.39206
7889610105,-21.261419,-50.888073,-14.369177,168.99406,-23.444115,-3.4266546,-18.980721,-27.180155,-18.640812,-163.26782,-23.410221,-3.7178364,-10.805154,-83.19516,-12.141516,-140.93382,-13.323405,-6.2529659,-18.949028,-27.691303,-12.15544,-141.55737,-9.8215923,-79.12281,-13.965936,-104.60085,-18.575445,-163.34758,-13.301866,-6.4675798,-13.929818,-104.34498,-13.472127,-104.38681
7903096618,-7.3954473,-36.779976,-21.416573,115.88856,-23.188875,-21.144258,-18.925358,-51.790676,-18.523352,173.17715,-23.137619,-21.494118,-18.665859,3.2729955,-12.214311,-166.08456,-13.354001,-29.711767,-18.921295,-52.265797,-12.266336,-166.50044,-6.2424998,-54.429852,-13.554011,-124.64776,-18.48329,173.02756,-13.380068,-29.950415,-13.500472,-124.55264,-6.2018733,-70.72863
7916583131,-3.9859836,-29.435305,-15.305667,51.79678,-22.718718,-39.062283,-19.114769,-76.684494,-18.473715,149.41901,-22.707438,-39.428608,-10.541734,72.061188,-12.38279,170.36047,-13.333937,-52.563168,-19.198345,-77.243965,-12.47389,170.13718,-6.2916298,-40.826115,-13.439589,-150.67595,-18.436781,148.92056,-13.332846,-52.814747,-13.353947,-150.65414,-4.0369701,-54.89407
7930069644,-3.8005068,-23.342789,-11.452099,43.050911,-22.327429,-58.143372,-19.445877,-100.34754,-18.43634,125.33031,-22.363886,-58.567505,-7.5093546,89.443764,-12.423182,148.5679,-13.22085,-75.996056,-19.532309,-100.62431,-12.512863,148.64989,-9.3916636,-21.674595,-14.108746,179.98079,-18.468966,124.988,-13.259056,-76.052963,-14.0419,179.93527,-4.265182,-39.105053
7943556157,-6.4369349,-18.566109,-10.586781,42.467957,-22.129457,-76.994484,-19.674524,-123.16199,-18.465597,101.68543,-22.160454,-77.223663,-7.97575,101.52735,-12.170181,126.3651,-13.191858,-99.854301,-19.74457,-123.008,-12.210988,126.77771,-15.087458,11.55218,-15.718409,150.17116,-18.511507,101.10213,-13.20618,-99.726532,-15.701211,149.71649,-6.3772774,-21.323795
7957042670,-14.158547,-17.350336,-11.490061,40.935349,-21.992279,-93.512276,-19.834415,-145.93985,-18.500219,77.917542,-22.02529,-93.693787,-11.135688,110.26646,-11.785407,102.83122,-13.210711,-123.60094,-19.896946,-145.76402,-11.774413,103.14724,-21.537777,103.46832,-18.551409,121.86473,-18.542345,77.840874,-13.210747,-123.55296,-18.524796,121.65686,-11.381503,0.54937851
7970529183,-21.595486,-175.48869,-13.934439,29.912489,-21.344896,-111.13157,-19.986813,-168.3251,-18.516142,54.352009,-21.413095,-111.25366,-18.152637,97.202217,-11.523873,77.626511,-13.203856,-147.00481,-20.038448,-168.02385,-11.516748,77.942459,-14.64701,168.52409,-22.260054,102.14584,-18.556379,54.021763,-13.203036,-146.88243,-22.253265,101.67383,-19.831474,99.546135
7984015696,-11.655673,178.35034,-16.376308,0.35505325,-21.2288,-132.0621,-20.060577,169.31381,-18.554243,31.030977,-21.298464,-132.19357,-18.158775,21.067854,-11.436728,52.610668,-13.209676,-170.16245,-20.079988,169.36696,-11.402059,52.755268,-12.214926,-169.36266,-27.79921,87.632942,-18.592274,30.735769,-13.188642,-170.26053,-27.790693,87.54493,-10.099247,153.05174
7997502209,-9.9742708,178.00829,-15.353652,-36.601387,-21.474087,-147.77455,-20.011816,146.53654,-18.507906,7.0957894,-21.588661,-147.59851,-13.017479,5.2564692,-11.369713,27.294727,-13.166655,166.8387,-20.01911,146.56436,-11.304754,27.363726,-12.873808,-163.72121,-29.83246,116.81331,-18.552889,7.0128684,-13.150372,166.8107,-29.855017,116.30727,-6.600934,162.19324
8010988722,-11.10302,168.32666,-13.685612,-60.648926,-21.171511,-161.80962,-20.071024,123.18131,-18.569963,-16.445023,-21.19957,-161.67149,-13.031004,1.8745182,-11.478837,2.2846885,-13.062689,144.42673,-20.097759,123.27112,-11.443328,1.9896793,-18.85844,168.94789,-28.180571,102.21576,-18.586573,-16.433615,-13.067966,144.37102,-28.146687,102.00035,-6.3680944,159.66884
8024475235,-12.895924,142.1467,-13.176756,-79.975563,-20.582521,-177.71939,-20.174385,100.08196,-18.560659,-40.303745,-20.563189,-177.50557,-17.78937,-19.579311,-11.686583,-21.758154,-12.782097,121.13084,-20.161005,100.1188,-11.687487,-22.051683,-16.994213,88.268089,-31.133926,62.000168,-18.588387,-40.129959,-12.806787,120.89122,-31.096933,62.83514,-8.3010054,151.03598
8037961748,-12.815531,113.91968,-13.297866,-100.97013,-20.022346,163.61664,-20.305227,77.477516,-18.723011,-64.80793,-20.011312,163.79105,-16.454697,-95.861603,-11.901065,-44.715164,-12.681505,96.263443,-20.324781,77.404114,-11.906055,-44.959274,-13.488276,83.718712,-36.96949,-86.81263,-18.723143,-64.508369,-12.698699,96.200661,-36.68351,-87.598595,-11.242901,139.0475
8051448261,-13.656124,102.28129,-12.825258,-119.29588,-19.929436,145.3779,-20.346426,54.716228,-19.016426,-88.39917,-19.925081,145.41718,-10.327492,-107.07292,-11.812481,-67.3582,-12.693416,71.65403,-20.370764,54.709446,-11.840374,-67.628517,-12.894969,106.50422,-24.634348,-162.10175,-19.021244,-88.164085,-12.701767,71.702393,-24.605141,-162.08057,-13.794736,131.64352
8064934774,-20.988325,106.52581,-12.115536,-131.4913,-19.596548,129.6232,-20.376841,32.366238,-19.233616,-110.46418,-19.602228,129.57303,-7.7475729,-99.840118,-11.628997,-91.391068,-12.728623,47.678829,-20.414764,32.538013,-11.665451,-91.591812,-13.794534,135.68742,-19.848475,157.6346,-19.255432,-110.37651,-12.756585,47.760197,-19.801641,157.66328,-17.025799,131.22363
8078421287,-18.983744,-89.460083,-12.433517,-138.88257,-19.093863,111.47083,-20.320366,9.5296469,-19.286407,-132.34714,-19.103029,111.38631,-8.0665522,-88.413689,-11.642761,-116.3127,-12.720084,24.300329,-20.362745,9.7446842,-11.672494,-116.27356,-16.762537,-167.92644,-17.888241,126.41234,-19.271315,-132.3546,-12.738648,24.388096,-17.885027,126.47231,-37.5555,125.09599
8091907800,-9.9773302,-77.469482,-14.429166,-147.98857,-19.013914,93.087769,-20.268412,-13.42101,-19.135921,-154.61227,-18.995636,92.99086,-11.994504,-72.439552,-11.664363,-140.88948,-12.682364,0.29974344,-20.288877,-13.234369,-11.698109,-140.7868,-13.93751,-105.01514,-15.892734,102.68194,-19.154226,-154.55817,-12.648095,0.48010403,-15.860373,102.60379,-15.755666,-42.939323
8105394313,-7.2917557,-66.457115,-18.243544,177.72018,-18.63788,76.4664,-20.18129,-37.140404,-19.003201,-178.4617,-18.668989,76.516815,-26.728842,39.020439,-11.783258,-165.88347,-12.728261,-23.401838,-20.224537,-36.800465,-11.781445,-165.68861,-10.718746,-63.449718,-14.567525,73.533134,-18.993937,-178.55524,-12.706619,-23.398994,-14.539601,73.321106,-8.7582731,-28.245512
8118880826,-7.5359497,-49.246784,-15.865058,118.71335,-18.335566,58.407654,-20.221874,-61.350727,-19.038275,157.01379,-18.377939,58.369385,-9.8845797,111.36642,-12.079103,169.76526,-12.675249,-46.703381,-20.221643,-61.34745,-12.069532,169.92198,-9.1573639,-32.059731,-14.349201,48.303448,-19.029352,157.08659,-12.642917,-46.623055,-14.345878,48.309059,-5.4495177,-18.066954
8132367339,-10.333734,-17.527079,-11.388373,100.39877,-18.094212,40.898132,-20.39316,-85.098877,-19.21653,132.93179,-18.105621,40.753998,-5.2271996,127.03458,-12.427451,146.98093,-12.539145,-70.63501,-20.402157,-85.37542,-12.373546,147.07599,-9.2425213,6.0292425,-14.307796,30.853197,-19.1884,132.8083,-12.510501,-70.726868,-14.329082,30.640963,-4.9086065,-2.2135963
8145853852,-11.401584,52.042408,-9.5664577,98.870827,-17.820532,22.96586,-20.614584,-108.19226,-19.505316,110.06168,-17.850533,22.939743,-3.9573984,142.6418,-12.534196,125.43373,-12.514357,-95.356377,-20.60474,-108.10197,-12.467865,125.25421,-7.8087816,49.335808,-13.16541,15.110257,-19.526134,109.89787,-12.494287,-95.627007,-13.194633,14.922396,-5.341619,25.126829
8159340365,-6.2966909,98.200829,-9.7228565,103.18632,-17.504879,5.4779196,-20.69322,-130.35132,-19.647074,88.887657,-17.535553,5.7077012,-4.8499718,159.78958,-12.382116,103.14731,-12.610429,-119.5882,-20.701359,-130.62474,-12.36732,102.78787,-6.4585581,80.545059,-11.844529,-5.790966,-19.650202,88.682396,-12.59295,-119.91988,-11.855412,-5.9320712,-5.5741611,56.30896
8172826878,-3.5059018,118.45364,-12.182166,107.97183,-17.067951,-13.655442,-20.759264,-153.56055,-19.406736,67.44529,-17.071449,-13.426409,-9.0341139,-179.11391,-12.202768,79.324677,-12.692704,-143.66307,-20.743181,-153.97519,-12.21064,78.907173,-6.7423611,109.03994,-10.860075,-29.456785,-19.413351,67.111687,-12.70788,-143.98398,-10.855879,-29.272791,-6.7658739,88.384811
8186313391,-3.3466134,134.70927,-19.257776,104.33652,-16.947592,-34.192451,-20.807146,-176.54762,-19.116114,43.629124,-16.95155,-34.189026,-18.541901,-91.541695,-12.13317,55.042889,-12.806314,-167.30962,-20.874023,-176.9794,-12.162925,54.614349,-8.5115614,143.5197,-10.352685,-52.749416,-19.177853,43.562012,-12.860512,-167.47859,-10.365558,-52.480625,-8.2039833,137.64023
8199799904,-5.8116455,152.74039,-21.645666,-18.434465,-17.164623,-53.052372,-20.904636,160.47658,-19.033072,18.29151,-17.185522,-52.951866,-8.3950071,-11.21085,-12.128482,29.818537,-12.883443,169.26967,-20.996929,160.12184,-12.182255,29.514679,-10.385061,-160.23099,-9.6872883,-74.99337,-19.054651,18.389549,-12.951715,169.26704,-9.6719913,-74.736618,-6.7677121,-172.33392
8213286417,-13.024673,-162.65421,-12.318255,-30.722855,-17.269396,-69.953239,-20.998198,136.95119,-19.243931,-7.1590672,-17.296501,-70.051079,-3.9993973,8.8458958,-12.422925,4.5170197,-12.947339,146.46169,-21.060427,136.97044,-12.481366,4.5629416,-7.8539729,-106.96597,-9.3178463,-100.19714,-19.329035,-7.1027117,-12.996925,146.6165,-9.3170805,-100.01527,-4.4368215,-135.53445
8226772930,-9.3943319,-63.120598,-9.1082973,-27.659168,-17.15642,-85.880898,-21.265415,113.43763,-19.645004,-29.783945,-17.18512,-85.804222,-2.8730316,24.299675,-12.812578,-18.619999,-12.839774,122.98559,-21.353035,113.71095,-12.873944,-18.398365,-5.3389163,-74.418137,-9.5202122,-123.62615,-19.741323,-29.546234,-12.862119,123.21143,-9.496171,-123.56895,-3.4072416,-108.01797
8240259443,-3.9103482,-36.990166,-8.6701574,-23.246336,-16.623772,-103.28363,-21.533865,91.759033,-19.800804,-50.90765,-16.695713,-103.17834,-4.1146917,38.439575,-13.08557,-39.887119,-12.767142,98.488579,-21.606075,92.236198,-13.109929,-39.599434,-4.3016286,-52.178619,-9.7747202,-143.73956,-19.819599,-50.44059,-12.760574,98.935097,-9.7301579,-143.7485,-3.3343172,-79.894997
8253745956,-2.1058898,-23.455345,-10.539124,-18.827751,-16.332949,-123.7153,-21.594051,70.597275,-19.643198,-72.260612,-16.382467,-123.60806,-8.7799511,52.845104,-12.990418,-60.714931,-12.880807,74.072456,-21.62678,71.121651,-12.958122,-60.214615,-5.433248,-35.73312,-9.7080641,-162.42941,-19.654955,-71.810974,-12.8347,74.360741,-9.6569395,-162.51854,-3.9272938,-53.290726
8267232469,-2.7219048,-13.247623,-15.457126,-19.800255,-16.411762,-144.29483,-21.58935,48.621429,-19.244061,-95.378609,-16.449339,-144.14801,-31.118872,125.0845,-12.576521,-83.693619,-13.083291,50.043076,-21.626028,48.696514,-12.538592,-83.336662,-10.223935,-17.61644,-9.3193684,178.07489,-19.264336,-94.941246,-13.018785,49.962601,-9.2859917,177.91623,-6.093132,-26.142427
8280718982,-6.2522001,-6.8137856,-25.141304,-82.8153,-16.676012,-163.63223,-21.659077,26.186487,-19.030504,-120.8671,-16.716093,-163.31828,-9.6517353,-112.7163,-12.357727,-108.94685,-13.315764,27.003815,-21.632217,26.615332,-12.26845,-108.9929,-21.891817,74.958824,-8.9000788,155.81116,-19.018494,-120.76679,-13.235531,26.858505,-8.9011116,155.63385,-10.193021,19.045084
8294205495,-18.105961,-17.484356,-16.070028,-146.50873,-16.922152,178.67267,-21.704105,4.3240056,-19.219027,-146.71996,-16.963526,179.11938,-5.0385833,-100.32863,-12.364056,-134.33192,-13.361745,4.8133345,-21.686863,4.3260832,-12.307937,-134.6516,-10.731577,154.91867,-9.0406094,132.99283,-19.182377,-146.55399,-13.327317,4.732295,-9.0694227,133.01907,-9.9511023,86.469025
8307692008,-11.298309,-157.26561,-11.786851,-150.52052,-17.043045,161.87022,-21.692345,-17.128721,-19.613451,-170.62852,-17.062283,162.19676,-4.0096564,-90.482132,-12.565032,-159.5928,-13.271996,-17.661707,-21.676828,-17.43404,-12.534863,-160.00235,-6.3933115,170.02232,-9.0162182,112.71165,-19.589706,-170.76785,-13.258886,-18.015923,-9.015358,112.88181,-6.5470843,130.3179
8321178521,-5.3367434,-160.30396,-10.494181,-151.37157,-16.972677,144.89304,-21.549324,-39.261105,-19.934702,167.9604,-16.94759,145.17618,-5.4203701,-85.251839,-12.877531,176.63564,-13.104047,-41.064896,-21.571585,-39.482071,-12.915693,176.15442,-5.8498473,175.5845,-8.9968786,89.676338,-19.938997,168.00572,-13.123583,-41.434952,-8.9866924,89.783882,-4.5408893,148.8214
8334665034,-4.0462799,-160.34079,-11.09168,-155.37079,-16.734737,126.68052,-21.594898,-61.568584,-19.801865,147.32451,-16.701767,126.78338,-9.7376213,-92.817993,-13.139902,154.04912,-12.979469,-65.944946,-21.584465,-61.907543,-13.185833,153.66885,-8.1774206,173.07646,-9.4004393,66.549805,-19.763105,147.22108,-12.99638,-66.147156,-9.3833752,66.66819,-5.2330923,163.7182
8348151547,-5.0553546,-164.10779,-13.148169,-166.78575,-16.583076,106.07726,-21.483448,-83.256332,-19.483356,124.18467,-16.545549,105.97827,-14.096405,-147.00845,-13.228518,132.27605,-13.050924,-91.573631,-21.547798,-83.724991,-13.287685,132.1506,-12.459792,145.64223,-10.04558,45.729717,-19.498585,124.05615,-13.093036,-91.562737,-9.9993591,45.795601,-7.1648383,178.51294
8361638060,-7.4556441,-178.84734,-15.80113,171.34709,-16.904701,84.733406,-21.39086,-106.133,-19.244751,100.10313,-16.892296,84.642197,-9.6424904,175.75696,-13.001117,109.88388,-13.3771,-116.3418,-21.424393,-105.9949,-13.086593,109.96943,-11.319814,95.515099,-10.636873,26.937359,-19.282854,100.07539,-13.439854,-116.42959,-10.589829,27.055765,-10.552386,-176.05133
8375124573,-9.0722752,150.76117,-17.285089,140.65208,-17.407265,65.901619,-21.364571,-128.12621,-19.170084,74.751366,-17.413279,65.843079,-7.1700573,171.66942,-12.858765,85.286537,-13.773059,-139.27245,-21.374239,-127.96786,-12.87744,85.520264,-8.1430912,78.469719,-10.943936,9.0644608,-19.188169,74.818222,-13.824335,-139.36497,-10.92409,8.8132076,-17.117664,159.47594
